Gene	GeneName	Chromosome	TSS	Strand	DistanceTSStoORF
RPL22A	YLR061W	chr12	242224	+	42
BMT6	YLR063W	chr12	243290	+	-79
PER33	YLR064W	chr12	244497	+	13
SND2	YLR065C	chr12	246006	-	34
SPC3	YLR066W	chr12	246198	+	25
PET309	YLR067C	chr12	249854	-	90
FYV7	YLR068W	chr12	250033	+	29
MEF1	YLR069C	chr12	252995	-	26
XYL2	YLR070C	chr12	254272	-	7
RGR1	YLR071C	chr12	257710	-	30
LAM6	YLR072W	chr12	257896	+	20
RFU1	YLR073C	chr12	260794	-	126
BUD20	YLR074C	chr12	261518	-	22
RPL10	YLR075W	chr12	261941	+	21
FMP25	YLR077W	chr12	262880	+	27
BOS1	YLR078C	chr12	265647	-	53
SIC1	YLR079W	chr12	265815	+	40
EMP46	YLR080W	chr12	267001	+	-50
SRL2	YLR082C	chr12	272654	-	56
EMP70	YLR083C	chr12	275208	-	88
RAX2	YLR084C	chr12	279427	-	150
ARP6	YLR085C	chr12	281034	-	19
SMC4	YLR086W	chr12	281214	+	54
CSF1	YLR087C	chr12	294926	-	173
GAA1	YLR088W	chr12	295097	+	32
ALT1	YLR089C	chr12	299341	-	304
XDJ1	YLR090W	chr12	299671	+	52
GEP5	YLR091W	chr12	301286	+	32
SUL2	YLR092W	chr12	302548	+	17
NYV1	YLR093C	chr12	306491	-	55
GIS3	YLR094C	chr12	308278	-	19
IOC2	YLR095C	chr12	311173	-	37
KIN2	YLR096W	chr12	311408	+	203
HRT3	YLR097C	chr12	316367	-	81
CHA4	YLR098C	chr12	318500	-	6
ICT1	YLR099C	chr12	319971	-	22
MIM2	YLR099W-A	chr12	320312	+	34
ERG27	YLR100W	chr12	320804	+	27
APC9	YLR102C	chr12	322801	-	13
CDC45	YLR103C	chr12	325032	-	70
LCL2	YLR104W	chr12	325566	+	40
SEN2	YLR105C	chr12	327240	-	39
MDN1	YLR106C	chr12	342880	-	128
REX3	YLR107W	chr12	343114	+	16
YLR108C	YLR108C	chr12	347198	-	60
AHP1	YLR109W	chr12	347758	+	37
CCW12	YLR110C	chr12	349155	-	43
YLR112W	YLR112W	chr12	349762	+	43
HOG1	YLR113W	chr12	350496	+	138
AVL9	YLR114C	chr12	356317	-	65
CFT2	YLR115W	chr12	356968	+	31
MSL5	YLR116W	chr12	359869	+	-33
CLF1	YLR117C	chr12	363576	-	28
TML25	YLR118C	chr12	364471	-	49
SRN2	YLR119W	chr12	364596	+	-48
YPS1	YLR120C	chr12	367339	-	105
YPS3	YLR121C	chr12	369310	-	26
YLR122C	YLR122C	chr12	370704	-	359
YLR126C	YLR126C	chr12	374613	-	79
APC2	YLR127C	chr12	377403	-	70
DCN1	YLR128W	chr12	377496	+	48
DIP2	YLR129W	chr12	378647	+	24
ZRT2	YLR130C	chr12	383160	-	84
USB1	YLR132C	chr12	387196	-	27
CKI1	YLR133W	chr12	387427	+	32
PDC5	YLR134W	chr12	389694	+	43
SLX4	YLR135W	chr12	392231	+	64
TIS11	YLR136C	chr12	395713	-	41
RKM5	YLR137W	chr12	396013	+	7
NHA1	YLR138W	chr12	397288	+	163
RRN5	YLR141W	chr12	402664	+	33
SLS1	YLR139C	chr12	402867	-	380
PUT1	YLR142W	chr12	404170	+	30
ACF2	YLR144C	chr12	411043	-	13
RMP1	YLR145W	chr12	411173	+	9
SPE4	YLR146C	chr12	412781	-	42
YLR146W-A	YLR146W-A	chr12	412875	+	9
SMD3	YLR147C	chr12	413498	-	21
PEP3	YLR148W	chr12	413625	+	30
YLR149C	YLR149C	chr12	418917	-	80
STM1	YLR150W	chr12	419433	+	48
PCD1	YLR151C	chr12	421752	-	1
YLR152C	YLR152C	chr12	423862	-	160
ACS2	YLR153C	chr12	426620	-	31
RNH203	YLR154C	chr12	427383	-	55
ASP3-2	YLR157C	chr12	439253	-	-658
ASP3-3	YLR158C	chr12	443569	-	14
MAS1	YLR163C	chr12	453188	-	25
SHH4	YLR164W	chr12	453746	+	46
PUS5	YLR165C	chr12	455160	-	-8
SEC10	YLR166C	chr12	457991	-	36
RPS31	YLR167W	chr12	458796	+	57
UPS2	YLR168C	chr12	460201	-	25
APS1	YLR170C	chr12	460996	-	41
DPH5	YLR172C	chr12	462075	-	7
YLR173W	YLR173W	chr12	462246	+	81
IDP2	YLR174W	chr12	464437	+	60
CBF5	YLR175W	chr12	466024	+	18
RFX1	YLR176C	chr12	470093	-	-56
YLR177W	YLR177W	chr12	470870	+	49
TFS1	YLR178C	chr12	473687	-	25
YLR179C	YLR179C	chr12	474619	-	66
SAM1	YLR180W	chr12	475046	+	56
VTA1	YLR181C	chr12	477577	-	67
SWI6	YLR182W	chr12	477750	+	30
TOS4	YLR183C	chr12	481899	-	47
RPL37A	YLR185W	chr12	482482	+	21
EMG1	YLR186W	chr12	483415	+	57
SKG3	YLR187W	chr12	484483	+	222
MDL1	YLR188W	chr12	488057	+	83
ATG26	YLR189C	chr12	494308	-	75
MMR1	YLR190W	chr12	494676	+	378
PEX13	YLR191W	chr12	497081	+	31
HCR1	YLR192C	chr12	499478	-	49
UPS1	YLR193C	chr12	500397	-	21
NCW2	YLR194C	chr12	501433	-	20
NMT1	YLR195C	chr12	503165	-	21
PWP1	YLR196W	chr12	503734	+	74
NOP56	YLR197W	chr12	505896	+	36
PBA1	YLR199C	chr12	508644	-	40
YKE2	YLR200W	chr12	508819	+	28
COQ9	YLR201C	chr12	510155	-	27
MSS51	YLR203C	chr12	511851	-	56
QRI5	YLR204W	chr12	512075	+	30
HMX1	YLR205C	chr12	513552	-	40
ENT2	YLR206W	chr12	514273	+	140
HRD3	YLR207W	chr12	516559	+	64
SEC13	YLR208W	chr12	519294	+	92
PNP1	YLR209C	chr12	521592	-	25
CLB4	YLR210W	chr12	521765	+	78
ATG38	YLR211C	chr12	524416	-	50
TUB4	YLR212C	chr12	526131	-	15
CRR1	YLR213C	chr12	527795	-	41
FRE1	YLR214W	chr12	528350	+	49
CDC123	YLR215C	chr12	531726	-	36
CPR6	YLR216C	chr12	533074	-	31
COA4	YLR218C	chr12	533651	-	-99
MSC3	YLR219W	chr12	533810	+	173
CCC1	YLR220W	chr12	536504	+	153
RSA3	YLR221C	chr12	538901	-	45
UTP13	YLR222C	chr12	541622	-	19
IFH1	YLR223C	chr12	545647	-	325
UCC1	YLR224W	chr12	546141	+	143
YLR225C	YLR225C	chr12	548806	-	68
BUR2	YLR226W	chr12	549138	+	36
ADY4	YLR227C	chr12	552053	-	190
ECM22	YLR228C	chr12	562289	-	12
CDC42	YLR229C	chr12	564810	-	209
BNA5	YLR231C	chr12	566960	-	27
EST1	YLR233C	chr12	569384	-	46
TOP3	YLR234W	chr12	569557	+	40
THI7	YLR237W	chr12	572114	+	67
FAR10	YLR238W	chr12	574496	+	73
LIP2	YLR239C	chr12	577150	-	18
VPS34	YLR240W	chr12	577314	+	33
CSC1	YLR241W	chr12	580246	+	41
ARV1	YLR242C	chr12	583777	-	80
GPN3	YLR243W	chr12	583939	+	78
MAP1	YLR244C	chr12	586163	-	18
CDD1	YLR245C	chr12	586762	-	18
ERF2	YLR246W	chr12	586931	+	1
IRC20	YLR247C	chr12	593195	-	27
RCK2	YLR248W	chr12	593476	+	590
YEF3	YLR249W	chr12	596548	+	40
SSP120	YLR250W	chr12	600081	+	44
SYM1	YLR251W	chr12	601175	+	97
MCP2	YLR253W	chr12	602362	+	73
NDL1	YLR254C	chr12	604879	-	98
HAP1	YLR256W	chr12	605936	+	287
YLR257W	YLR257W	chr12	617868	+	204
GSY2	YLR258W	chr12	619895	+	67
HSP60	YLR259C	chr12	624282	-	34
LCB5	YLR260W	chr12	624993	+	97
YPT6	YLR262C	chr12	628164	-	53
TMA7	YLR262C-A	chr12	628920	-	38
RED1	YLR263W	chr12	629068	+	487
RPS28B	YLR264W	chr12	632322	+	22
NEJ1	YLR265C	chr12	634670	-	3
BOP2	YLR267W	chr12	637356	+	68
SEC22	YLR268W	chr12	639362	+	51
DCS1	YLR270W	chr12	640289	+	111
CMG1	YLR271W	chr12	641793	+	159
YCS4	YLR272C	chr12	646478	-	58
MCM5	YLR274W	chr12	651106	+	20
SMD2	YLR275W	chr12	653900	+	49
DBP9	YLR276C	chr12	656497	-	96
YSH1	YLR277C	chr12	659214	-	148
YLR278C	YLR278C	chr12	663612	-	32
RSO55	YLR281C	chr12	664528	-	14
YLR283W	YLR283W	chr12	664723	+	17
ECI1	YLR284C	chr12	666619	-	25
NNT1	YLR285W	chr12	666880	+	34
CTS1	YLR286C	chr12	669921	-	231
YLR287C	YLR287C	chr12	671679	-	67
RPS30A	YLR287C-A	chr12	672755	-	43
MEC3	YLR288C	chr12	674476	-	18
GUF1	YLR289W	chr12	674613	+	30
COQ11	YLR290C	chr12	677537	-	5
GCD7	YLR291C	chr12	679048	-	32
SEC72	YLR292C	chr12	679938	-	14
GSP1	YLR293C	chr12	681007	-	23
ATP14	YLR295C	chr12	681971	-	44
YLR297W	YLR297W	chr12	683489	+	109
YHC1	YLR298C	chr12	684975	-	5
ECM38	YLR299W	chr12	685503	+	120
EXG1	YLR300W	chr12	688411	+	98
HRI1	YLR301W	chr12	690349	+	30
MET17	YLR303W	chr12	692058	+	38
ACO1	YLR304C	chr12	697141	-	39
STT4	YLR305C	chr12	703469	-	52
CDA1	YLR307W	chr12	705097	+	77
YLR307C-A	YLR307C-A	chr12	706731	-	66
CDA2	YLR308W	chr12	707434	+	57
IMH1	YLR309C	chr12	711344	-	21
CDC25	YLR310C	chr12	716707	-	160
ATG39	YLR312C	chr12	718487	-	100
MRPL15	YLR312W-A	chr12	719022	+	12
SPH1	YLR313C	chr12	721940	-	44
CDC3	YLR314C	chr12	723756	-	65
NKP2	YLR315W	chr12	724308	+	54
TAD3	YLR316C	chr12	725921	-	9
BUD6	YLR319C	chr12	731275	-	52
MMS22	YLR320W	chr12	731463	+	16
SFH1	YLR321C	chr12	737414	-	11
CWC24	YLR323C	chr12	738527	-	36
PEX30	YLR324W	chr12	738683	+	71
RPL38	YLR325C	chr12	740939	-	21
YLR326W	YLR326W	chr12	741596	+	117
TMA10	YLR327C	chr12	743014	-	88
NMA1	YLR328W	chr12	744242	+	211
CHS5	YLR330W	chr12	747192	+	12
MID2	YLR332W	chr12	749845	+	371
RPS25B	YLR333C	chr12	755907	-	468
NUP2	YLR335W	chr12	756940	+	30
SGD1	YLR336C	chr12	761963	-	27
VRP1	YLR337C	chr12	764711	-	65
RPP0	YLR340W	chr12	765367	+	60
FKS1	YLR342W	chr12	769280	+	257
GAS2	YLR343W	chr12	776564	+	-930
RPL26A	YLR344W	chr12	778807	+	45
YLR345W	YLR345W	chr12	779961	+	90
CIS1	YLR346C	chr12	782186	-	54
KAP95	YLR347C	chr12	786081	-	163
DIC1	YLR348C	chr12	787408	-	30
ORM2	YLR350W	chr12	788180	+	55
NIT3	YLR351C	chr12	789874	-	15
LUG1	YLR352W	chr12	790429	+	181
BUD8	YLR353W	chr12	793365	+	481
TAL1	YLR354C	chr12	796889	-	41
ILV5	YLR355C	chr12	798822	-	79
ATG33	YLR356W	chr12	799780	+	31
RSC2	YLR357W	chr12	800777	+	44
ADE13	YLR359W	chr12	803665	+	107
VPS38	YLR360W	chr12	805519	+	74
DCR2	YLR361C	chr12	808635	-	21
YLR361C-A	YLR361C-A	chr12	809192	-	23
STE11	YLR362W	chr12	809326	+	30
NMD4	YLR363C	chr12	812720	-	79
YLR363W-A	YLR363W-A	chr12	812923	+	28
GRX8	YLR364W	chr12	813517	+	35
RPS22B	YLR367W	chr12	815305	+	625
SSQ1	YLR369W	chr12	819008	+	23
ARC18	YLR370C	chr12	821773	-	40
ROM2	YLR371W	chr12	821998	+	196
ELO3	YLR372W	chr12	826699	+	144
VID22	YLR373C	chr12	830872	-	16
STP3	YLR375W	chr12	831149	+	37
PSY3	YLR376C	chr12	833078	-	34
FBP1	YLR377C	chr12	834322	-	41
SEC61	YLR378C	chr12	836873	-	205
CSR1	YLR380W	chr12	837648	+	93
NAM2	YLR382C	chr12	844291	-	79
SMC6	YLR383W	chr12	844667	+	82
IKI3	YLR384C	chr12	852346	-	-15
SWC7	YLR385C	chr12	852881	-	30
VAC14	YLR386W	chr12	853067	+	22
REH1	YLR387C	chr12	857222	-	89
RPS29A	YLR388W	chr12	857555	+	557
STE23	YLR389C	chr12	862165	-	46
ECM19	YLR390W	chr12	862584	+	-60
CCW14	YLR390W-A	chr12	863128	+	54
ART10	YLR392C	chr12	865942	-	179
ATP10	YLR393W	chr12	866493	+	44
COX8	YLR395C	chr12	869464	-	41
VPS33	YLR396C	chr12	871825	-	57
AFG2	YLR397C	chr12	874366	-	16
SKI2	YLR398C	chr12	878517	-	40
BDF1	YLR399C	chr12	881100	-	46
DUS3	YLR401C	chr12	883948	-	42
SFP1	YLR403W	chr12	884386	+	640
SEI1	YLR404W	chr12	888164	+	37
DUS4	YLR405W	chr12	889249	+	-2
RPL31B	YLR406C	chr12	891239	-	26
YLR407W	YLR407W	chr12	892181	+	244
BLS1	YLR408C	chr12	893685	-	-26
UTP21	YLR409C	chr12	896739	-	48
VIP1	YLR410W	chr12	896938	+	61
CTR3	YLR411W	chr12	900709	+	37
BER1	YLR412W	chr12	901862	+	0
INA1	YLR413W	chr12	904604	+	47
PUN1	YLR414C	chr12	907761	-	122
VPS36	YLR417W	chr12	908418	+	87
CDC73	YLR418C	chr12	911665	-	60
YLR419W	YLR419W	chr12	911876	+	61
URA4	YLR420W	chr12	917593	+	39
RPN13	YLR421C	chr12	919411	-	4
DCK1	YLR422W	chr12	919629	+	115
ATG17	YLR423C	chr12	927053	-	36
SPP382	YLR424W	chr12	927212	+	30
TUS1	YLR425W	chr12	936557	+	181
TDA5	YLR426W	chr12	940881	+	25
MAG2	YLR427W	chr12	942178	+	94
CRN1	YLR429W	chr12	944579	+	42
ATG23	YLR431C	chr12	955666	-	119
IMD3	YLR432W	chr12	956245	+	142
CNA1	YLR433C	chr12	959952	-	114
TSR2	YLR435W	chr12	960155	+	53
ECM30	YLR436C	chr12	965131	-	56
DIF1	YLR437C	chr12	965919	-	66
CAR2	YLR438W	chr12	966285	+	50
LSM3	YLR438C-A	chr12	968071	-	59
MRPL4	YLR439W	chr12	968267	+	58
SEC39	YLR440C	chr12	971600	-	69
RPS1A	YLR441C	chr12	972766	-	24
SIR3	YLR442C	chr12	976123	-	38
ECM7	YLR443W	chr12	976326	+	133
YLR446W	YLR446W	chr12	978969	+	69
VMA6	YLR447C	chr12	981764	-	54
RPL6B	YLR448W	chr12	982638	+	33
FPR4	YLR449W	chr12	984630	+	21
HMG2	YLR450W	chr12	986261	+	183
LEU3	YLR451W	chr12	989818	+	92
SST2	YLR452C	chr12	995228	-	45
RIF2	YLR453C	chr12	996861	-	58
FMP27	YLR454W	chr12	997699	+	116
PDP3	YLR455W	chr12	1007203	+	236
NBP1	YLR457C	chr12	1010614	-	33
GAB1	YLR459W	chr12	1011105	+	39
YLR460C	YLR460C	chr12	1014734	-	37
YML131W	YML131W	chr13	4746	+	34
ERO1	YML130C	chr13	7772	-	16
COX14	YML129C	chr13	9345	-	10
MSC1	YML128C	chr13	11306	-	48
RSC9	YML127W	chr13	11598	+	48
ERG13	YML126C	chr13	15064	-	-53
PGA3	YML125C	chr13	16304	-	23
TUB3	YML124C	chr13	18292	-	27
PHO84	YML123C	chr13	21008	-	626
GTR1	YML121W	chr13	21444	+	60
NDI1	YML120C	chr13	24441	-	60
YML119W	YML119W	chr13	25098	+	87
NGL3	YML118W	chr13	26795	+	113
NAB6	YML117W	chr13	28676	+	141
ATR1	YML116W	chr13	32689	+	81
VAN1	YML115C	chr13	36422	-	54
TAF8	YML114C	chr13	38158	-	19
DAT1	YML113W	chr13	38561	+	48
CTK3	YML112W	chr13	39597	+	24
BUL2	YML111W	chr13	41384	+	126
COQ5	YML110C	chr13	45541	-	27
ZDS2	YML109W	chr13	46127	+	73
YML108W	YML108W	chr13	49294	+	60
PML39	YML107C	chr13	50843	-	13
URA5	YML106W	chr13	51113	+	221
SEC65	YML105C	chr13	53279	-	31
MDM1	YML104C	chr13	56918	-	36
NUP188	YML103C	chr13	62141	-	37
CAC2	YML102W	chr13	62830	+	19
CUE4	YML101C	chr13	64709	-	66
TSL1	YML100W	chr13	65120	+	60
ARG81	YML099C	chr13	71621	-	28
TAF13	YML098W	chr13	71797	+	24
VPS9	YML097C	chr13	74291	-	49
YML096W	YML096W	chr13	74438	+	24
UTP14	YML093W	chr13	77619	+	24
PRE8	YML092C	chr13	81312	-	21
RPM2	YML091C	chr13	86111	-	857
UFO1	YML088W	chr13	86739	+	21
AIM33	YML087C	chr13	89907	-	14
ALO1	YML086C	chr13	92048	-	160
TUB1	YML085C	chr13	93973	-	55
YML083C	YML083C	chr13	95606	-	44
YML082W	YML082W	chr13	96319	+	55
ATP18	YML081C-A	chr13	98718	-	44
TDA9	YML081W	chr13	99146	+	143
DUS1	YML080W	chr13	103198	+	120
YML079W	YML079W	chr13	104750	+	9
CPR3	YML078W	chr13	105491	+	35
BET5	YML077W	chr13	106385	+	5
WAR1	YML076C	chr13	109888	-	16
HMG1	YML075C	chr13	113501	-	78
FPR3	YML074C	chr13	115878	-	26
RPL6A	YML073C	chr13	118729	-	30
TCB3	YML072C	chr13	124181	-	287
COG8	YML071C	chr13	126196	-	96
DAK1	YML070W	chr13	127959	+	44
POB3	YML069W	chr13	129988	+	40
ITT1	YML068W	chr13	132018	+	60
ERV41	YML067C	chr13	134762	-	20
ORC1	YML065W	chr13	136643	+	94
TEM1	YML064C	chr13	140476	-	61
RPS1B	YML063W	chr13	140988	+	26
MFT1	YML062C	chr13	143245	-	31
PIF1	YML061C	chr13	146196	-	134
OGG1	YML060W	chr13	146360	+	42
NTE1	YML059C	chr13	152843	-	54
HUG1	YML058W-A	chr13	153220	+	51
SML1	YML058W	chr13	153849	+	44
CMP2	YML057W	chr13	154625	+	55
IMD4	YML056C	chr13	158799	-	123
SPC2	YML055W	chr13	159264	+	11
CYB2	YML054C	chr13	161824	-	43
YML053C	YML053C	chr13	164309	-	81
SUR7	YML052W	chr13	164846	+	30
GAL80	YML051W	chr13	166003	+	65
AIM32	YML050W	chr13	167593	+	20
RSE1	YML049C	chr13	172651	-	-128
GSF2	YML048W	chr13	172868	+	32
PRP39	YML046W	chr13	175866	+	82
RRN11	YML043C	chr13	180484	-	162
CAT2	YML042W	chr13	181246	+	96
VPS71	YML041C	chr13	184354	-	45
YMD8	YML038C	chr13	187001	-	125
YML037C	YML037C	chr13	188228	-	47
CGI121	YML036W	chr13	188394	+	21
AMD1	YML035C	chr13	191809	-	175
SRC1	YML034W	chr13	192223	+	74
RAD52	YML032C	chr13	196745	-	40
NDC1	YML031W	chr13	196932	+	32
RCF1	YML030W	chr13	199188	+	23
USA1	YML029W	chr13	200058	+	80
TSA1	YML028W	chr13	202885	+	29
YOX1	YML027W	chr13	204102	+	78
RPS18B	YML026C	chr13	206640	-	38
YML6	YML025C	chr13	208182	-	42
RPS17A	YML024W	chr13	208622	+	42
NSE5	YML023C	chr13	211483	-	44
APT1	YML022W	chr13	211675	+	37
UNG1	YML021C	chr13	213568	-	-20
YML020W	YML020W	chr13	213767	+	157
OST6	YML019W	chr13	216200	+	32
YML018C	YML018C	chr13	218858	-	131
PSP2	YML017W	chr13	219293	+	70
PPZ1	YML016C	chr13	224546	-	249
TAF11	YML015C	chr13	225829	-	39
TRM9	YML014W	chr13	225976	+	10
UBX2	YML013W	chr13	226906	+	4
ERV25	YML012W	chr13	228849	+	28
RAD33	YML011C	chr13	230225	-	36
SPT5	YML010W	chr13	230400	+	38
MRPL39	YML009C	chr13	234319	-	42
ERG6	YML008C	chr13	235785	-	34
YAP1	YML007W	chr13	236447	+	162
GIS4	YML006C	chr13	241326	-	149
TRM12	YML005W	chr13	242978	+	4
GLO1	YML004C	chr13	245464	-	18
YML003W	YML003W	chr13	246211	+	33
YPT7	YML001W	chr13	249842	+	93
CDC5	YMR001C	chr13	254248	-	351
MIX17	YMR002W	chr13	254904	+	50
AIM34	YMR003W	chr13	255838	+	41
MVP1	YMR004W	chr13	256718	+	60
TAF4	YMR005W	chr13	258735	+	71
PLB2	YMR006C	chr13	262500	-	58
PLB1	YMR008C	chr13	265529	-	184
ADI1	YMR009W	chr13	266829	+	34
ANY1	YMR010W	chr13	267633	+	228
HXT2	YMR011W	chr13	270802	+	38
CLU1	YMR012W	chr13	273767	+	128
SEC59	YMR013C	chr13	279555	-	56
BUD22	YMR014W	chr13	281603	+	26
ERG5	YMR015C	chr13	285301	-	54
SOK2	YMR016C	chr13	288579	-	224
PEX9	YMR018W	chr13	292941	+	29
STB4	YMR019W	chr13	295027	+	-109
FMS1	YMR020W	chr13	298102	+	37
MAC1	YMR021C	chr13	301237	-	57
UBC7	YMR022W	chr13	301413	+	29
MSS1	YMR023C	chr13	303795	-	16
MRPL3	YMR024W	chr13	304669	+	-32
CSI1	YMR025W	chr13	306055	+	7
PEX12	YMR026C	chr13	308319	-	122
YMR027W	YMR027W	chr13	308571	+	68
TAP42	YMR028W	chr13	310221	+	23
FAR8	YMR029C	chr13	313032	-	39
RSF1	YMR030W	chr13	313379	+	176
EIS1	YMR031C	chr13	317579	-	74
HOF1	YMR032W	chr13	317960	+	100
ARP9	YMR033W	chr13	320507	+	43
RCH1	YMR034C	chr13	323617	-	133
IMP2	YMR035W	chr13	323863	+	41
MIH1	YMR036C	chr13	326324	-	42
MSN2	YMR037C	chr13	329712	-	433
CCS1	YMR038C	chr13	331052	-	30
SUB1	YMR039C	chr13	332384	-	100
YET2	YMR040W	chr13	333139	+	4
ARA2	YMR041C	chr13	334753	-	18
ARG80	YMR042W	chr13	335268	+	96
MCM1	YMR043W	chr13	336622	+	7
IOC4	YMR044W	chr13	338138	+	16
NUP116	YMR047C	chr13	343630	-	75
CSM3	YMR048W	chr13	343808	+	23
ERB1	YMR049C	chr13	347392	-	34
FAR3	YMR052W	chr13	350803	+	20
STB2	YMR053C	chr13	354133	-	0
STV1	YMR054W	chr13	354334	+	204
BUB2	YMR055C	chr13	358284	-	29
AAC1	YMR056C	chr13	359427	-	-42
FET3	YMR058W	chr13	359978	+	55
SEN15	YMR059W	chr13	362269	+	41
SAM37	YMR060C	chr13	363747	-	21
RNA14	YMR061W	chr13	363941	+	24
ARG7	YMR062C	chr13	367635	-	47
RIM9	YMR063W	chr13	368223	+	63
AEP1	YMR064W	chr13	369153	+	-41
UBX4	YMR067C	chr13	376818	-	37
AVO2	YMR068W	chr13	377477	+	33
NAT4	YMR069W	chr13	378989	+	-74
MOT3	YMR070W	chr13	380150	+	210
TVP18	YMR071C	chr13	382531	-	60
ABF2	YMR072W	chr13	382751	+	22
IRC21	YMR073C	chr13	384107	-	30
SDD2	YMR074C	chr13	384689	-	12
RCO1	YMR075W	chr13	385020	+	167
PDS5	YMR076C	chr13	391313	-	79
VPS20	YMR077C	chr13	393440	-	86
CTF18	YMR078C	chr13	395948	-	15
SEC14	YMR079W	chr13	396150	+	44
NAM7	YMR080C	chr13	400911	-	79
ISF1	YMR081C	chr13	402438	-	138
ADH3	YMR083W	chr13	405962	+	31
SEG1	YMR086W	chr13	410396	+	18
YMR087W	YMR087W	chr13	413718	+	14
VBA1	YMR088C	chr13	416329	-	22
YTA12	YMR089C	chr13	419490	-	199
YMR090W	YMR090W	chr13	420408	+	43
NPL6	YMR091C	chr13	422585	-	11
AIP1	YMR092C	chr13	424771	-	83
UTP15	YMR093W	chr13	425202	+	23
CTF13	YMR094W	chr13	427007	+	28
SNZ1	YMR096W	chr13	429568	+	50
MTG1	YMR097C	chr13	431787	-	50
ATP25	YMR098C	chr13	433901	-	82
YMR099C	YMR099C	chr13	436060	-	23
MUB1	YMR100W	chr13	437156	+	355
YPK2	YMR104C	chr13	446734	-	69
PGM2	YMR105C	chr13	448871	-	59
SPG4	YMR107W	chr13	454523	+	38
ILV2	YMR108W	chr13	455435	+	183
MYO5	YMR109W	chr13	458088	+	33
HFD1	YMR110C	chr13	463549	-	23
MED11	YMR112C	chr13	466000	-	-29
FOL3	YMR113W	chr13	466476	+	57
YMR114C	YMR114C	chr13	469037	-	54
MGR3	YMR115W	chr13	469194	+	44
ASC1	YMR116C	chr13	472241	-	19
SPC24	YMR117C	chr13	473453	-	28
SHH3	YMR118C	chr13	474311	-	43
ADE17	YMR120C	chr13	486790	-	48
RPL15B	YMR121C	chr13	487845	-	35
NCW1	YMR122W-A	chr13	488733	+	44
PKR1	YMR123W	chr13	491027	+	28
STO1	YMR125W	chr13	494914	+	75
DLT1	YMR126C	chr13	499469	-	230
SAS2	YMR127C	chr13	500896	-	101
ECM16	YMR128W	chr13	501100	+	46
POM152	YMR129W	chr13	505227	+	27
DPI35	YMR130W	chr13	509493	+	76
RRB1	YMR131C	chr13	512177	-	29
JLP2	YMR132C	chr13	513065	-	45
ERG29	YMR134W	chr13	515261	+	29
GID8	YMR135C	chr13	517540	-	53
GAT2	YMR136W	chr13	518532	+	98
PSO2	YMR137C	chr13	522473	-	61
CIN4	YMR138W	chr13	522610	+	0
RIM11	YMR139W	chr13	523388	+	192
SIP5	YMR140W	chr13	525117	+	52
RPL13B	YMR142C	chr13	528678	-	15
RPS16A	YMR143W	chr13	529351	+	33
FDO1	YMR144W	chr13	530693	+	126
NDE1	YMR145C	chr13	534135	-	203
TIF34	YMR146C	chr13	536019	-	38
LDO45	YMR147W	chr13	536628	+	24
LDO16	YMR148W	chr13	537571	+	248
SWP1	YMR149W	chr13	538372	+	77
IMP1	YMR150C	chr13	540015	-	40
YIM1	YMR152W	chr13	540499	+	44
NUP53	YMR153W	chr13	541839	+	43
RIM13	YMR154C	chr13	545657	-	28
YMR155W	YMR155W	chr13	545998	+	0
TPP1	YMR156C	chr13	548475	-	12
AIM36	YMR157C	chr13	549498	-	11
MRPS8	YMR158W	chr13	549684	+	7
ATG16	YMR159C	chr13	552317	-	-51
YMR160W	YMR160W	chr13	552459	+	47
HLJ1	YMR161W	chr13	555109	+	49
DNF3	YMR162C	chr13	561528	-	167
INP2	YMR163C	chr13	563973	-	145
MSS11	YMR164C	chr13	567087	-	121
PAH1	YMR165C	chr13	570152	-	108
MME1	YMR166C	chr13	572142	-	253
MLH1	YMR167W	chr13	572291	+	11
CEP3	YMR168C	chr13	576600	-	26
ALD3	YMR169C	chr13	578326	-	38
ALD2	YMR170C	chr13	580524	-	26
EAR1	YMR171C	chr13	583132	-	196
HOT1	YMR172W	chr13	583522	+	-125
DDR48	YMR173W	chr13	586051	+	54
PAI3	YMR174C	chr13	587815	-	34
SIP18	YMR175W	chr13	588411	+	21
ECM5	YMR176W	chr13	589048	+	108
MMT1	YMR177W	chr13	593826	+	156
YMR178W	YMR178W	chr13	595862	+	33
SPT21	YMR179W	chr13	597215	+	59
CTL1	YMR180C	chr13	600670	-	41
YMR181C	YMR181C	chr13	601674	-	178
RGM1	YMR182C	chr13	602696	-	113
SSO2	YMR183C	chr13	605279	-	66
ADD37	YMR184W	chr13	605546	+	48
RTP1	YMR185W	chr13	606425	+	5
HSC82	YMR186W	chr13	609733	+	27
YMR187C	YMR187C	chr13	613411	-	22
MRPS17	YMR188C	chr13	614483	-	74
GCV2	YMR189W	chr13	614799	+	106
SGS1	YMR190C	chr13	622815	-	152
SPG5	YMR191W	chr13	623048	+	13
GYL1	YMR192W	chr13	624430	+	93
MRPL24	YMR193W	chr13	627415	+	26
RPL36A	YMR194W	chr13	628524	+	26
CMC4	YMR194C-B	chr13	630303	-	11
ICY1	YMR195W	chr13	631347	+	92
YMR196W	YMR196W	chr13	632414	+	67
VTI1	YMR197C	chr13	636636	-	33
CIK1	YMR198W	chr13	636874	+	276
CLN1	YMR199W	chr13	639851	+	198
ROT1	YMR200W	chr13	642065	+	92
